,price,product_name,servings,weight
1313,£1.70,Extra Large Potatoes,Typical values as sold. Contains 4 Servings,4s
1314,£2.00,Waitrose Mashed Potato,Typical values as prepared. Contains 2 Servings,450g
1315,£2.25,Waitrose La Ratte Potatoes,Typical values as sold. Contains 6 Servings,500g
1316,£1.10,Essential Mashed Potatoes,Typical values as prepared. Contains 2 Servings,400g
1317,£2.25,Waitrose Duchy Baking Potatoes,Typical Values as sold,700g
1318,£2.00,Waitrose Crispy Potato Slices,Typical values as prepared. Contains 4 Servings,400g
1319,£2.00,Waitrose Parmentier Potatoes,Typical values as prepared. Contains 2 Servings,500g
1320,£2.75,Waitrose potato gratin,Typical values as prepared. Contains 2 Servings,450g
1321,£2.00,Sweet Potatoes,Typical values as sold. Contains 2 Servings,2s
1322,£2.60,Albert Bartlett Rooster Potatoes,". *Reference intake of an average adult (8400 kJ/2000 kcal), Pack contains 8 servings",1.5kg
1323,£1.00,Essential Turnips,Typical values as sold. Contains 4 Servings,350g
1324,£1.50,Essential Less Perfect Potatoes,Typical values as sold. Contains 37 Servings,3kg
1325,£2.75,Waitrose 2 Cheesy Filled Jacket Potatoes,Typical values as prepared. Contains 2 Servings,450g
1326,£2.00,Waitrose Seasoned Charlotte Potatoes,Typical values as prepared. Contains 2 Servings,375g
1327,£1.00,Albert Bartlett Apache Potatoes,". *Reference intake of an average adult (8400 kJ/2000 kcal), Pack contains 3 servings",600g
1328,£2.00,Waitrose cheddar mash,Typical values as prepared. Contains 2 Servings,450g
1329,£2.25,Waitrose Potato Wedges with Sour Cream Dip,Typical values as prepared. Contains 2 Servings,400g
1330,£3.00,Stokes Purple Sweet Potato,Typical values as prepared. Contains 2 Servings,400g
1331,£2.00,Waitrose Sweet Potato Fries,Typical values. Contains 3 Servings,300g
1332,60p,Essential Salad Onions Bunched,Typical values as sold. Contains 2 Servings,each
1333,95p,Essential Onions,Typical values as sold. Contains 13 Servings,1kg
1334,£1.20,Waitrose Onions,Typical Values as sold,4s
1335,90p,Red Onions,Typical Values as sold,3s
1336,90p,Cooks' Ingredients Garlic,Typical Values as sold,3s
1337,£1.10,Essential Red Onions,Typical values as sold. Contains 13 Servings,1kg
1338,£1.30,Duchy Brown Onions,Typical values as sold. Contains 3 Servings,3s
1339,£1.10,Duchy Organic Salad Onions,Typical values as sold. Contains 2 Servings,bunch
1340,£1.05,Waitrose Cooks' Ingredients Diced Onions,Typical values as sold,500g
1341,£1.20,Continental Salad Onions,Typical values as sold. Contains 2 Servings,per bunch
1342,£1.10,Waitrose Duchy Garlic,Typical values as sold. Contains 2 Servings,3s
1343,£1.00,Trimmed Salad Onions,Typical values as sold. Contains 2 Servings,125g
1344,£1.30,Duchy Organic Red Onions,Typical values as sold. Contains 6 Servings,500g
1345,£1.40,Onions,Typical values as sold. Contains 9 Servings,750g
1346,£1.00,Cooks' Ingredients peeled garlic cloves,Typical values as sold. Contains 1 Servings,50g
1347,£1.00,Cooks' Ingredients four onions fresh & diced,Typical values as sold. Contains 2 Servings,2x200g
1348,£1.30,Cooks' Ingredients red onion sliced,Typical values as sold. Contains 2 Servings,2x200g
1349,£1.30,Waitrose Large Onions,Typical Values as sold,2s
1350,90p,Small Onions,Typical values as sold. Contains 6 Servings,500g
1351,£4.00,Cooks' Ingredients Black Garlic,Typical values as sold. Contains 1 Servings,each
1352,65p,Cooks' Ingredients Red Chillies,Typical values as sold. Contains 4 Servings,50g
1353,£1.00,Cooks' Ingredients Mixed Thai Chillies,Typical values as sold. Contains 3 Servings,30g
1354,65p,Cooks' Ingredients Green Chillies,Typical values as sold. Contains 4 Servings,50g
1355,75p,Cooks' Ingredients lemon grass,. Contains 20 Servings,2s
1356,£1.20,Cooks' Ingredients mixed chillies,Typical values as sold. Contains 2 Servings,70g
1357,75p,Cooks' Ingredients red & green chillies,Typical values as sold. Contains 4 Servings,50g
1358,£1.80,Cooks' Ingredients Turmeric,Typical values as sold. Contains 4 Servings,100g
1359,£1.50,Cooks' Ingredients jalapeno chillies,Typical values as sold. Contains 8 Servings,100g
1360,£1.80,Limited Selection Horseradish,Typical values as sold,each
1361,50p,Essential Red Peppers,Typical values as sold. Contains 2 Servings,Typical weight 0.17kg
1362,£1.20,Essential Mixed Peppers,Typical values as sold. Contains 6 Servings,3s
1363,£1.50,Sweet Peppers,Typical values as sold. Contains 3 Servings,3s
1364,50p,Essential Green Peppers,Typical values as sold. Contains 2 Servings,Typical weight 0.17kg
1365,£1.90,Romano Peppers,Typical values as sold. Contains 2 Servings,180g
1366,£2.00,Duchy Organic Romano Peppers,Typical values as sold. Contains 2 Servings,180g
1367,50p,Essential Yellow Peppers,Typical values as sold,Typical weight 0.17kg
1368,50p,Essential Orange Peppers,Typical values as sold,Typical weight 0.17kg
1369,£2.00,Duchy Organic Peppers,Typical values as sold. Contains 2 Servings,2s
1370,£2.50,Waitrose mixed romano peppers,. Contains 6 Servings,200g
1371,£2.00,Sweet Baby Red Peppers,Typical values as sold. Contains 2 Servings,150g
1372,£2.25,Essential Less Than Perfect Peppers,Typical values as sold. Contains 10 Servings,750g
1373,£1.60,Waitrose Butternut Squash Slices,Typical values as prepared. Contains 3 Servings,385g
1374,60p,Essential Carrots,Typical values as sold,1kg
1375,£1.10,Duchy Carrots,Typical values as sold. Contains 8 Servings,650g
1376,70p,Essential Parsnips,Typical values as sold,500g
1377,90p,Essential Swede,Typical values as sold. Contains 8 Servings,each
1378,£1.60,Duchy Carrots,Typical values as sold. Contains 12 Servings,1kg
1379,£2.00,Baby Topped Carrots,Typical values as sold. Contains 2 Servings,150g
1380,£1.60,Sweet Kingdom Carrots,Typical values as sold. Contains 4 Servings,450g
1381,£1.30,Chantenay Carrots,Typical values as sold. Contains 6 Servings,500g
1382,£1.80,Duchy Parsnips,Typical values as sold. Contains 6 Servings,500g
1383,£1.00,Waitrose Sweet Kingdom Orange Mini Carrots,Typical values as sold. Contains 3 Servings,240g
1384,£1.10,Essential Carrot Batons,Typical values as sold. Contains 5 Servings,400g
1385,£1.50,Waitrose Baby Parsnips,Typical values as sold. Contains 3 Servings,300g
1386,£1.70,Waitrose DOrg Bunched Carrots,Typical Values as sold. Contains 5 Servings,each
1387,£1.00,Essential Vegetable Selection,Typical values as sold. Contains 9 Servings,750g
1388,£1.00,Essential Large Parsnips,Typical values as sold,750g
1389,£2.00,No.1 Baby Rainbow Carrots,Typical values as sold. Contains 2 Servings,150g
1390,£1.50,Mash Direct Carrot & Parsnip,. Pack contains 2 servings,400g
1391,£1.80,Trio of Chantenay Carrots,Typical values as sold. Contains 4 Servings,350g
1392,£1.60,Sweet Kingdom Coloured Carrots,Typical values as sold. Contains 4 Servings,450g
1393,80p,Essential Less Than Perfect Carrots,Typical values as sold. Contains 18 Servings,1.5kg
1394,£1.00,Waitrose Sweet Kingdom Rainbow Mini Carrots,Typical values as sold. Contains 3 Servings,240g
1395,£2.00,Baby Leeks,. Contains 2 Servings,135g
1396,£1.00,Essential Cup Mushrooms,Typical values as sold. Contains 3 Servings,300g
1397,£1.20,Button Mushrooms,Typical values as sold. Contains 2 Servings,200g
1398,£1.50,Duchy Organic Chestnut Mushrooms,Typical values as sold. Contains 3 Servings,250g
1399,£1.20,Waitrose Large Flat Mushrooms,Typical values as sold. Contains 3 Servings,250g
1400,£1.60,Essential Mushrooms,Typical Values as sold. Contains 6 Servings,500g
1401,£1.10,Duchy Organic White Cup Mushrooms,Typical Values as sold,250g
1402,£2.00,Shiitake Mushrooms,Typical values as sold. Contains 2 Servings,150g
1403,£2.50,No.1 Woodland Mushrooms,. Contains 2 Servings,200g
1404,£1.80,Leckford Estate Portabella Mushrooms,. Contains 3 Servings,275g
1405,£1.80,British King Oyster Mushrooms,Typical values as sold. Contains 2 Servings,130g
1406,80p,Essential Aubergines,Typical values as sold. Contains 3 Servings,each
1407,£1.60,Essential Courgettes,Typical values as consumed,600g
1408,£2.00,Courgettes,Typical values as sold. Contains 5 Servings,500g
1409,£2.00,Baby Courgettes,Typical values as sold. Contains 2 Servings,200g
1410,£1.50,Waitrose Duchy Aubergine,Typical values as sold,each
1411,£1.60,Tenderstem Broccoli Spears,Typical values as sold. Contains 2 Servings,200g
1412,£1.00,essential Waitrose Loose Cauliflower,Sold as 11-15cm heads Typical Values as sold  Typical Values as sold,each
1413,£1.10,Waitrose trimmed tenderstem broccoli,Typical values as sold. Contains 1 Servings,80g
1414,£1.30,Duchy Broccoli,Typical Values. Contains 4 Servings,300g
1415,£1.40,Broccoli Crown,Typical values as sold. Contains 4 Servings,300g
1416,£2.25,Duchy Tenderstem Broccoli,Typical values as sold. Contains 2 Servings,200g
1417,£2.50,Purple sprouting broccoli spears,. Contains 3 Servings,230g
1418,£1.50,Tenderstem Broccoli Tips,Typical values as sold. Contains 2 Servings,125g
1419,£1.80,Waitrose Baby Cauliflowers,Typical Values. Contains 2 Servings,2s
1420,£2.25,Duchy Cauliflower,Typical Values as sold. Contains 2 Servings,each
1421,£1.00,"Waitrose Carrot, Cauliflower & Broccoli",Typical values as sold. Contains 3 Servings,240g
1422,£1.50,Cauliflower & Broccoli Florets,Typical Values as sold,300g
1423,£2.00,No.1 Sweet Sprouting Cauliflower,. Contains 2 Servings,160g
1424,£1.10,Waitrose trimmed baby sprouts,Typical values as sold. Contains 1 Servings,100g
1425,£1.50,Essential Spinach,Typical values as sold. Contains 2 Servings,260g
1426,70p,Essential Pointed Spring Cabbage,. Contains 5 Servings,each
1427,£1.50,Trimmed Sprouts,. Contains 4 Servings,330g
1428,£1.40,Waitrose Baby Spinach,Typical values as sold,115g
1429,£1.80,Duchy Spinach,Typical values as sold. Contains 2 Servings,200g
1430,£1.20,Essential Kale,Typical values as sold. Contains 2 Servings,250g
1431,£1.10,Brussels Sprouts,. Contains 6 Servings,500g
1432,£1.90,Waitrose ready washed spinach,Typical values as prepared,235g
1433,£1.50,Duchy Organic Pointed Spring Cabbage,Typical Values as sold. Contains 4 Servings,each
1434,£1.50,Baby Leaf Greens,Typical values as sold. Contains 2 Servings,200g
1435,£1.60,Green Pak Choi,Typical values as sold. Contains 2 Servings,235g
1436,65p,Essential Savoy Cabbage,. Contains 5 Servings,each
1437,£1.70,Waitrose Duchy Kale,Typical values as sold. Contains 2 Servings,180g
1438,85p,Essential Spring Greens,Typical values as sold. Contains 6 Servings,500g
1439,£1.60,Pentland Brig Kale,Typical values as sold,150g
1440,£2.00,Essential Spinach,Typical values as sold. Contains 4 Servings,450g
1441,£1.10,Waitrose ready washed spinach,Typical values as prepared,80g
1442,£2.00,Waitrose Baby pak choi,Typical values as sold. Contains 1 Servings,90g
1443,£1.50,Swiss Chard,Typical values as sold. Contains 2 Servings,200g
1444,£1.50,Kalettes,Typical Values,160g
1445,£1.50,Thick Cut Cavolo Nero,Typical values as sold. Contains 2 Servings,200g
1446,£2.00,Waitrose Trimmed Sprouts,Typical values as sold. Contains 4 Servings,365g
1447,£1.60,Savoy Cabbage,Typical Values as sold. Contains . Servings,each
1448,£1.55,Good4U Salad Topper Super Sprouts,Typical Values as sold. Contains . Servings,60g
1449,£2.00,Limited Selection Tat Soi,Typical values as sold. Contains 3 Servings,200g
1450,£1.55,Good4U Salad Topper Lentil Sprout Mix,Typical values as sold. Contains 3 Servings,180g
1451,£2.00,Waitrose Cooking Spinach,Typical values as sold. Contains 5 Servings,400g
1452,£2.00,Fine Green Beans,Typical values as sold. Contains 3 Servings,300g
1453,£1.30,Trimmed Fine Green Beans,Typical values as sold. Contains 2 Servings,200g
1454,£1.10,Waitrose Sliced Runner Beans,Typical values as sold. Contains 1 Servings,80g
1455,£1.10,Waitrose Trimmed Sugar Snap Peas,Typical values as sold. Contains 1 Servings,80g
1456,£1.50,Trimmed Sugar Snap Peas,Typical values as sold. Contains 2 Servings,200g
1457,£2.00,Waitrose Stringless Helda Beans,Typical values as sold. Contains 3 Servings,280g
1458,£1.50,Essential Sweetcorn,Typical values as consumed,2s
1459,£1.50,Waitrose Extra Fine Beans,Typical values as sold. Contains 2 Servings,120g
1460,£1.10,Waitrose Sliced Fine Green Beans,Typical values as sold. Contains 1 Servings,80g
1461,£2.00,Baby Sugar Snaps,Typical values as sold. Contains 2 Servings,160g
1462,£2.75,Fine Green Beans,Typical values as sold. Contains 5 Servings,450g
1463,£1.50,Essential Runner Beans,Typical values as sold. Contains 3 Servings,280g
1464,£1.70,Waitrose Baby Corn,Typical values as sold. Contains 2 Servings,175g
1465,£1.50,Waitrose trimmed mange tout peas,Typical values as sold. Contains 2 Servings,200g
1466,£1.70,Waitrose Sweetcorn Kebabs,Typical values as sold,4s
1467,£1.30,Essential Round Beans,Typical values as sold. Contains 3 Servings,240g
1468,£2.00,Waitrose Duchy Green Beans,Typical values as sold. Contains 2 Servings,225g
1469,£1.70,Waitrose Sliced Runner Beans,Typical values as sold. Contains 2 Servings,160g
1470,£2.00,Waitrose Popped Garden Peas,Typical values as sold. Contains 2 Servings,160g
1471,£2.00,Waitrose Ltd Sel Little Runners,Typical values as sold. Contains 2 Servings,200g
1472,£2.00,Waitrose ready popped petits pois,Typical values as sold. Contains 2 Servings,190g
1473,£1.90,Okra,Typical values as sold. Contains 2 Servings,175g
1474,70p,Essential Green Celery,Typical values as sold. Contains 5 Servings,each
1475,£1.30,Duchy Celery,Typical values as sold. Contains 5 Servings,each
1476,£1.50,Cooks' Celery,Typical values as sold. Contains 8 Servings,each
1477,£1.00,Essential Celery Sticks,Typical values as sold. Contains 4 Servings,350g
1478,£1.00,Waitrose Baby Beetroot,Typical values as sold. Contains 3 Servings,250g
1479,65p,Essential Radish,Typical values as sold. Contains 3 Servings,200g
1480,£1.80,Bunched Beetroot,Typical values as sold. Contains 6 Servings,500g
1481,£1.20,Waitrose Mixed Radish,Typical values as sold. Contains 2 Servings,150g
1482,£1.10,Duchy Organic Cooked Beetroot,Typical values as sold. Contains 3 Servings,250g
1483,£1.00,G's Beetroot,Typical values as sold. Contains 3 Servings,300g
1484,£1.50,Waitrose Chilli Beetroot,Typical values as sold. Contains 2 Servings,180g
1485,£2.25,Waitrose Red Cabbage,Typical values as prepared. Contains 3 Servings,300g
1486,£1.50,Waitrose Fresh Beetroot Pouch,Typical values as sold. Contains 4 Servings,330g
1487,£1.50,Duchy Organic Beetroot,Typical values as sold. Contains 4 Servings,350g
1488,£1.50,Waitrose Baby Beetroot with Horseradish,Typical values as sold. Contains 2 Servings,180g
1489,£1.80,Waitrose Asparagus,Typical values as sold. Contains 3 Servings,230g
1490,£1.80,Jerusalem Artichokes,Typical values as consumed. Contains 6 Servings,500g
1491,£2.00,Globe Artichoke,Typical values as consumed. Contains 6 Servings,each
1492,£1.00,Waitrose Egg Noodles,Typical values as prepared. Contains 2 Servings,275g
1493,£1.50,Waitrose Water Chestnut & Bamboo Stir Fry,Typical values as prepared. Contains 2 Servings,265g
1494,70p,Essential Beansprouts,Typical values as prepared. Contains 2 Servings,300g
1495,£2.00,"Waitrose Rice, Quinoa & Vegetable Stir Fry",Typical values as prepared. Contains 2 Servings,300g
1496,£2.00,Waitrose Brown Rice & Green Vegetable Stir Fry,Typical values as prepared. Contains 2 Servings,300g
1497,£1.50,Waitrose Mushroom Stir Fry,Typical values as prepared. Contains 4 Servings,400g
1498,£2.00,Waitrose Superbright Stir Fry,Typical values as prepared. Contains 2 Servings,300g
1499,£1.50,Waitrose Mixed Pepper Stir Fry,Typical values as prepared. Contains 2 Servings,300g
1500,£1.00,Waitrose Plum & Hoisin Sauce,Typical values as sold. Contains 2 Servings,140g
1501,£1.00,Waitrose Soy & Ginger Sauce,Typical values as sold. Contains 2 Servings,140g
1502,£1.40,Waitrose Rice Noodles,Typical values as prepared. Contains 2 Servings,275g
1503,£1.50,Waitrose Butternut Squash & Edamame Stir Fry,Typical values as prepared. Contains 2 Servings,300g
1504,£1.00,Waitrose Sweet Chilli Sauce,Typical values as sold. Contains 2 Servings,140g
1505,£1.00,Waitrose Coconut & Lemongrass Sauce,Typical values as sold. Contains 2 Servings,140g
1506,£1.00,Waitrose Katsu Curry Sauce,Typical values as sold. Contains 2 Servings,140g
1507,£1.40,Essential Crunchy Vegetable Stir Fry,Typical values as prepared. Contains 3 Servings,450g
1508,£1.00,Waitrose Teriyaki Sauce,Typical values as sold. Contains 2 Servings,140g
1509,56p,Lee Kum Kee Honey & Soy Stir-Fry Sauce,Typical values as sold. Contains 2 Servings,70g
1510,66p,Yo! Sweet & Sticky Teriyaki Sauce,Typical values as sold. Contains 2 Servings,100g
1511,56p,Lee Kum Kee Kung Pao Chicken,Typical values as sold. Contains 2 Servings,60g
1512,66p,Yo! Aromatic Katsu Curry,Typical values as sold. Contains 2 Servings,100g
1513,£1.30,Lee Kum Kee Char Siu Sauce,. Contains 5 portions,225g
1514,£1.40,Waitrose Lentil Noodles,Typical values as prepared. Contains 2 Servings,275g
1515,£1.30,Lee Kum Kee Chilli Garlic Sauce,. Contains 19 portions,190g
1516,66p,"Yo! Soy, Ginger & Garlic Yakisoba",. Contains 19 portions,100g
1517,£2.00,"Waitrose Mushroom, Wild Rice & Green Lentils",Typical values as prepared. Contains 2 Servings,300g
